"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"19.05.2021","5,3094","5,2608","5,3261","5,2586","157,46K","0,93%"
"18.05.2021","5,2605","5,2754","5,2814","5,2298","124,01K","-0,24%"
"17.05.2021","5,2729","5,2725","5,3205","5,2442","126,95K","0,00%"
"14.05.2021","5,2728","5,3090","5,3090","5,2442","119,09K","-0,68%"
"13.05.2021","5,3090","5,3043","5,3331","5,2519","159,84K","0,05%"
"12.05.2021","5,3061","5,2227","5,3198","5,2105","162,59K","1,63%"
"11.05.2021","5,2208","5,2273","5,2823","5,2031","143,00K","-0,12%"
"10.05.2021","5,2272","5,2340","5,2526","5,1964","122,87K","-0,18%"
"07.05.2021","5,2368","5,2768","5,2952","5,2025","128,10K","-0,74%"
"06.05.2021","5,2760","5,3573","5,3752","5,2567","138,96K","-1,46%"
"05.05.2021","5,3542","5,4455","5,4478","5,3512","122,08K","-1,64%"
"04.05.2021","5,4435","5,4398","5,4843","5,4113","124,90K","0,03%"
"03.05.2021","5,4420","5,4360","5,4561","5,3727","119,13K","0,10%"
"30.04.2021","5,4366","5,3383","5,4489","5,3351","138,67K","1,86%"
"29.04.2021","5,3375","5,3428","5,3798","5,3274","130,19K","-0,10%"
"28.04.2021","5,3430","5,4526","5,4561","5,3429","150,99K","-1,95%"
"27.04.2021","5,4490","5,4366","5,4673","5,4097","139,03K","0,23%"
"26.04.2021","5,4364","5,4757","5,4904","5,4318","127,29K","-0,71%"
"23.04.2021","5,4751","5,4446","5,5240","5,4239","135,51K","0,56%"
"22.04.2021","5,4448","5,5669","5,5669","5,4373","170,09K","-2,23%"
"21.04.2021","5,5690","5,5692","5,5695","5,5692","0,00K","0,01%"
"20.04.2021","5,5687","5,5461","5,5883","5,5022","141,46K","0,41%"
"19.04.2021","5,5461","5,5873","5,6224","5,5262","143,03K","-0,76%"
"16.04.2021","5,5883","5,6142","5,6781","5,5658","128,32K","-0,50%"
"15.04.2021","5,6162","5,6540","5,6603","5,5951","126,64K","-0,64%"
"14.04.2021","5,6526","5,7180","5,7359","5,6452","137,43K","-1,12%"
"13.04.2021","5,7166","5,7340","5,7562","5,6629","130,08K","-0,29%"
"12.04.2021","5,7333","5,6822","5,7425","5,6300","106,38K","0,90%"
"09.04.2021","5,6821","5,5682","5,6852","5,5665","95,99K","1,98%"
"08.04.2021","5,5720","5,6136","5,6174","5,5381","118,68K","-0,75%"
"07.04.2021","5,6143","5,5904","5,6550","5,5474","121,65K","0,43%"
"06.04.2021","5,5904","5,6642","5,6698","5,5742","105,80K","-1,29%"
"05.04.2021","5,6632","5,7100","5,7101","5,6323","102,60K","-0,78%"
"02.04.2021","5,7075","5,7080","5,7080","5,7080","","0,01%"
"01.04.2021","5,7071","5,6330","5,7276","5,6080","77,22K","1,34%"
"31.03.2021","5,6315","5,7740","5,7768","5,6214","99,02K","-2,48%"
"30.03.2021","5,7745","5,7824","5,8034","5,7200","120,72K","-0,09%"
"29.03.2021","5,7799","5,7550","5,8069","5,7359","135,47K","0,40%"
"26.03.2021","5,7566","5,6473","5,7589","5,6448","122,43K","1,93%"
"25.03.2021","5,6475","5,6213","5,6821","5,6174","182,57K","0,47%"
"24.03.2021","5,6209","5,5216","5,6432","5,4891","153,97K","1,80%"
"23.03.2021","5,5214","5,5045","5,5509","5,4640","132,80K","0,31%"
"22.03.2021","5,5045","5,5087","5,5483","5,4936","103,85K","0,23%"
"19.03.2021","5,4917","5,5609","5,5640","5,4482","143,97K","-1,24%"
"18.03.2021","5,5604","5,5860","5,5860","5,4763","139,47K","-0,41%"
"17.03.2021","5,5832","5,6249","5,6827","5,5688","156,81K","-0,74%"
"16.03.2021","5,6246","5,6252","5,6344","5,5574","128,71K","0,16%"
"15.03.2021","5,6156","5,5501","5,6568","5,5310","131,95K","1,15%"
"12.03.2021","5,5518","5,5362","5,5873","5,5324","109,58K","0,29%"
"11.03.2021","5,5357","5,6078","5,6215","5,5257","133,82K","-2,40%"
"10.03.2021","5,6720","5,7902","5,8144","5,6443","180,37K","-2,25%"
"09.03.2021","5,8025","5,8753","5,8787","5,7675","186,79K","-1,24%"
"08.03.2021","5,8755","5,6898","5,8769","5,6898","206,04K","3,25%"
"05.03.2021","5,6908","5,6697","5,7232","5,6517","200,72K","0,38%"
"04.03.2021","5,6693","5,5700","5,6852","5,5438","185,24K","0,89%"
"03.03.2021","5,6193","5,6872","5,7729","5,5806","183,71K","-1,00%"
"02.03.2021","5,6761","5,6421","5,7340","5,6386","132,60K","0,61%"
"01.03.2021","5,6418","5,5870","5,6427","5,5553","125,05K","0,77%"
"26.02.2021","5,5986","5,5340","5,6093","5,4905","168,11K","1,23%"
"25.02.2021","5,5308","5,4450","5,5390","5,4173","183,87K","2,30%"
"24.02.2021","5,4062","5,4409","5,4454","5,3895","136,10K","-0,64%"
"23.02.2021","5,4409","5,4692","5,4843","5,4075","201,79K","-0,46%"
"22.02.2021","5,4659","5,5128","5,5342","5,4296","151,54K","1,55%"
"19.02.2021","5,3823","5,4267","5,4706","5,3670","130,38K","-0,82%"
"18.02.2021","5,4270","5,3877","5,4535","5,3854","128,84K","0,30%"
"17.02.2021","5,4105","5,3707","5,4331","5,3707","65,79K","0,76%"
"16.02.2021","5,3695","5,3685","5,3707","5,3685","0,00K","-0,01%"
"15.02.2021","5,3701","5,3701","5,3701","5,3701","","0,01%"
"12.02.2021","5,3698","5,3953","5,4127","5,3542","116,06K","0,06%"
"11.02.2021","5,3665","5,3882","5,4118","5,3330","145,59K","-0,36%"
"10.02.2021","5,3860","5,3790","5,4378","5,3485","149,78K","0,15%"
"09.02.2021","5,3781","5,3660","5,4478","5,3535","129,78K","0,23%"
"08.02.2021","5,3657","5,4040","5,4208","5,3042","131,74K","-0,09%"
"05.02.2021","5,3704","5,4270","5,4562","5,3436","114,36K","-1,04%"
"04.02.2021","5,4266","5,3552","5,4571","5,3544","124,01K","1,37%"
"03.02.2021","5,3534","5,3663","5,3945","5,3201","127,33K","-0,27%"
"02.02.2021","5,3680","5,4326","5,4326","5,3425","138,24K","-1,18%"
"01.02.2021","5,4322","5,4663","5,4863","5,4205","121,40K","-0,55%"
"29.01.2021","5,4625","5,4390","5,5061","5,4189","185,91K","0,40%"
"28.01.2021","5,4410","5,4250","5,4604","5,3898","187,81K","0,50%"
"27.01.2021","5,4138","5,3556","5,4205","5,3491","202,31K","1,09%"
"26.01.2021","5,3552","5,4711","5,4783","5,3119","134,58K","-2,04%"
"25.01.2021","5,4665","5,4670","5,4670","5,4670","","0,00%"
"22.01.2021","5,4666","5,3547","5,4875","5,3547","117,18K","2,17%"
"21.01.2021","5,3506","5,2544","5,4006","5,2314","123,90K","1,11%"
"20.01.2021","5,2917","5,3589","5,3589","5,2823","104,34K","-1,23%"
"19.01.2021","5,3578","5,2691","5,3685","5,2420","128,83K","1,17%"
"18.01.2021","5,2957","5,3025","5,3229","5,2355","74,51K","0,06%"
"15.01.2021","5,2927","5,1971","5,3108","5,1971","126,16K","1,85%"
"14.01.2021","5,1967","5,2991","5,3034","5,1910","160,39K","-1,93%"
"13.01.2021","5,2990","5,3233","5,3550","5,2702","179,94K","-0,44%"
"12.01.2021","5,3226","5,4893","5,4942","5,3116","156,05K","-3,03%"
"11.01.2021","5,4890","5,4666","5,5166","5,4491","154,34K","1,31%"
"08.01.2021","5,4178","5,4108","5,4408","5,3208","191,81K","0,14%"
"07.01.2021","5,4101","5,3169","5,4187","5,2989","169,63K","1,81%"
"06.01.2021","5,3139","5,2863","5,3597","5,2318","225,65K","0,54%"
"05.01.2021","5,2854","5,2955","5,3547","5,2515","179,01K","-0,22%"
"04.01.2021","5,2968","5,1351","5,2972","5,1197","163,79K","1,98%"
"01.01.2021","5,1940","5,1940","5,1940","5,1940","","0,00%"
"31.12.2020","5,1940","5,1940","5,1940","5,1940","","0,01%"
"30.12.2020","5,1937","5,2051","5,2361","5,1519","88,73K","-0,31%"
"29.12.2020","5,2099","5,2460","5,2473","5,1645","105,57K","-0,69%"
"28.12.2020","5,2461","5,1784","5,3124","5,1639","101,12K","0,56%"
"25.12.2020","5,2167","5,2167","5,2167","5,2167","","0,00%"
"24.12.2020","5,2165","5,2168","5,2168","5,2168","","0,00%"
"23.12.2020","5,2164","5,1604","5,2215","5,1287","118,18K","1,10%"
"22.12.2020","5,1597","5,1220","5,1731","5,1094","135,36K","0,73%"
"21.12.2020","5,1222","5,2012","5,2250","5,1122","134,51K","0,39%"
"18.12.2020","5,1022","5,0592","5,1177","5,0592","136,13K","0,87%"
"17.12.2020","5,0582","5,0601","5,0890","5,0421","106,34K","-0,50%"
"16.12.2020","5,0838","5,0823","5,1440","5,0645","126,86K","-0,01%"
"15.12.2020","5,0842","5,1145","5,1248","5,0761","103,74K","-0,68%"
"14.12.2020","5,1189","5,0383","5,1307","5,0100","113,97K","1,05%"
"11.12.2020","5,0656","5,0438","5,0886","5,0288","117,43K","0,80%"
"10.12.2020","5,0256","5,1109","5,1328","5,0143","138,49K","-2,81%"
"09.12.2020","5,1708","5,1206","5,1981","5,0868","132,36K","0,99%"
"08.12.2020","5,1202","5,1000","5,1392","5,0627","118,78K","0,42%"
"07.12.2020","5,0990","5,1597","5,1701","5,0570","111,66K","-1,10%"
"04.12.2020","5,1557","5,1540","5,1846","5,1164","106,16K","0,08%"
"03.12.2020","5,1515","5,2178","5,2310","5,1209","117,93K","-1,26%"
"02.12.2020","5,2175","5,2252","5,2554","5,2059","103,51K","0,22%"
"01.12.2020","5,2061","5,3158","5,3301","5,2031","122,34K","-2,36%"
"30.11.2020","5,3319","5,2906","5,3971","5,2737","121,58K","-0,22%"
"27.11.2020","5,3438","5,3360","5,3801","5,3195","69,73K","0,14%"
"26.11.2020","5,3365","5,3198","5,3584","5,2955","48,26K","0,24%"
"25.11.2020","5,3237","5,3740","5,3956","5,3037","100,20K","-0,93%"
"24.11.2020","5,3736","5,4409","5,4450","5,3703","91,58K","-1,20%"
"23.11.2020","5,4390","5,3780","5,4507","5,3387","119,52K","1,10%"
"20.11.2020","5,3797","5,2913","5,3959","5,2847","99,71K","1,40%"
"19.11.2020","5,3054","5,3633","5,3805","5,2972","112,58K","-1,07%"
"18.11.2020","5,3629","5,3285","5,3725","5,2740","126,97K","0,65%"
"17.11.2020","5,3281","5,4165","5,4233","5,3221","120,52K","-1,61%"
"16.11.2020","5,4152","5,4148","5,4584","5,3636","133,56K","-0,79%"
"13.11.2020","5,4582","5,4580","5,5264","5,4497","122,14K","0,00%"
"12.11.2020","5,4581","5,4160","5,4904","5,3526","138,19K","1,24%"
"11.11.2020","5,3910","5,4180","5,4571","5,3738","121,57K","-0,44%"
"10.11.2020","5,4147","5,3737","5,4190","5,3345","192,18K","0,54%"
"09.11.2020","5,3858","5,2746","5,4260","5,2235","202,44K","0,39%"
"06.11.2020","5,3647","5,5255","5,5742","5,3586","166,00K","-2,90%"
"05.11.2020","5,5250","5,6129","5,6310","5,5223","146,37K","-2,45%"
"04.11.2020","5,6635","5,7565","5,7655","5,6434","134,76K","-1,61%"
"03.11.2020","5,7560","5,6964","5,7667","5,6487","107,43K","0,24%"
"02.11.2020","5,7425","5,7430","5,7430","5,7430","","-0,04%"
"30.10.2020","5,7446","5,7781","5,8084","5,7217","169,76K","-0,60%"
"29.10.2020","5,7790","5,7466","5,7923","5,7439","151,21K","0,58%"
"28.10.2020","5,7457","5,7060","5,7927","5,7017","200,63K","0,70%"
"27.10.2020","5,7055","5,6243","5,7127","5,5986","102,77K","1,47%"
"26.10.2020","5,6229","5,6551","5,6638","5,6100","119,59K","0,10%"
"23.10.2020","5,6175","5,5929","5,6354","5,5651","103,42K","0,50%"
"22.10.2020","5,5893","5,6088","5,6264","5,5627","118,23K","-0,31%"
"21.10.2020","5,6066","5,6058","5,6294","5,5707","130,39K","0,02%"
"20.10.2020","5,6054","5,6103","5,6267","5,5472","130,23K","-0,03%"
"19.10.2020","5,6069","5,6463","5,6503","5,5665","123,91K","-0,64%"
"16.10.2020","5,6428","5,6097","5,6549","5,5975","104,67K","0,54%"
"15.10.2020","5,6126","5,5958","5,6483","5,5886","144,04K","0,38%"
"14.10.2020","5,5912","5,5729","5,6055","5,5349","127,89K","0,39%"
"13.10.2020","5,5693","5,5263","5,6262","5,5210","131,78K","0,68%"
"12.10.2020","5,5316","5,5316","5,5316","5,5316","","0,00%"
"09.10.2020","5,5318","5,6000","5,6013","5,5104","116,89K","-1,19%"
"08.10.2020","5,5987","5,6128","5,6469","5,5761","132,28K","-0,20%"
"07.10.2020","5,6097","5,5613","5,6396","5,5507","153,56K","0,30%"
"06.10.2020","5,5930","5,5745","5,6174","5,4830","174,53K","0,34%"
"05.10.2020","5,5743","5,6498","5,6774","5,5500","122,12K","-1,95%"
"02.10.2020","5,6851","5,6433","5,6929","5,6072","168,04K","0,73%"
"01.10.2020","5,6437","5,6109","5,6652","5,5739","148,01K","0,58%"
"30.09.2020","5,6112","5,6352","5,6705","5,5870","183,30K","-0,41%"
"29.09.2020","5,6344","5,6614","5,6786","5,6061","163,25K","-0,50%"
"28.09.2020","5,6627","5,5135","5,6760","5,5127","130,06K","1,80%"
"25.09.2020","5,5624","5,5097","5,5890","5,5097","139,29K","0,97%"
"24.09.2020","5,5089","5,5930","5,6243","5,4926","177,56K","-1,53%"
"23.09.2020","5,5943","5,4702","5,5991","5,4700","136,86K","2,26%"
"22.09.2020","5,4704","5,4146","5,4967","5,3828","150,16K","1,06%"
"21.09.2020","5,4131","5,4511","5,4979","5,3876","142,42K","0,47%"
"18.09.2020","5,3876","5,2397","5,3988","5,2391","129,11K","2,83%"
"17.09.2020","5,2394","5,2379","5,2924","5,2264","128,05K","0,03%"
"16.09.2020","5,2377","5,2762","5,2785","5,2102","136,75K","-0,70%"
"15.09.2020","5,2748","5,2698","5,3016","5,2192","126,53K","0,08%"
"14.09.2020","5,2706","5,3191","5,3235","5,2613","108,01K","-0,91%"
"11.09.2020","5,3189","5,3209","5,3495","5,2583","120,76K","-0,04%"
"10.09.2020","5,3210","5,3095","5,3325","5,2681","130,50K","0,25%"
"09.09.2020","5,3078","5,3615","5,3620","5,2785","103,16K","-1,04%"
"08.09.2020","5,3638","5,3608","5,4096","5,3156","147,82K","1,21%"
"07.09.2020","5,2997","5,2997","5,2997","5,2997","","-0,03%"
"04.09.2020","5,3012","5,2901","5,3285","5,2465","145,33K","0,19%"
"03.09.2020","5,2914","5,3408","5,3752","5,2722","150,52K","-0,92%"
"02.09.2020","5,3403","5,3987","5,4309","5,3407","125,49K","-1,03%"
"01.09.2020","5,3960","5,4927","5,4927","5,3344","110,74K","-1,74%"
"31.08.2020","5,4914","5,3850","5,4955","5,3850","99,21K","1,92%"
"28.08.2020","5,3881","5,5700","5,5702","5,3855","113,32K","-3,25%"
"27.08.2020","5,5691","5,6060","5,6223","5,5435","141,64K","-0,65%"
"26.08.2020","5,6054","5,5090","5,6342","5,5089","106,65K","1,78%"
"25.08.2020","5,5075","5,6112","5,6136","5,5049","102,60K","-1,83%"
"24.08.2020","5,6100","5,5773","5,6148","5,5589","88,21K","-0,16%"
"21.08.2020","5,6192","5,5587","5,6332","5,5554","102,64K","1,12%"
"20.08.2020","5,5568","5,5573","5,6733","5,5381","126,75K","-0,01%"
"19.08.2020","5,5575","5,4674","5,5619","5,4345","107,21K","1,66%"
"18.08.2020","5,4666","5,5098","5,5168","5,4206","97,98K","-0,77%"
"17.08.2020","5,5090","5,4410","5,5149","5,4089","96,37K","1,63%"
"14.08.2020","5,4204","5,3699","5,4422","5,3573","108,86K","0,96%"
"13.08.2020","5,3690","5,4356","5,4362","5,3490","114,20K","-1,18%"
"12.08.2020","5,4333","5,3819","5,4925","5,3819","115,28K","0,99%"
"11.08.2020","5,3800","5,4809","5,4822","5,3716","129,16K","-1,85%"
"10.08.2020","5,4812","5,4395","5,4907","5,3517","103,33K","0,79%"
"07.08.2020","5,4383","5,3442","5,4394","5,3401","94,66K","2,00%"
"06.08.2020","5,3315","5,2915","5,3721","5,2915","97,53K","0,78%"
"05.08.2020","5,2902","5,2439","5,3204","5,2317","105,88K","0,00%"
"04.08.2020","5,2900","5,3205","5,3775","5,2744","104,60K","-0,59%"
"03.08.2020","5,3213","5,2223","5,3364","5,2115","90,48K","1,86%"
"31.07.2020","5,2240","5,1541","5,2298","5,1531","100,17K","1,37%"
"30.07.2020","5,1534","5,1705","5,2165","5,1435","103,91K","-0,31%"
"29.07.2020","5,1692","5,1383","5,1845","5,1145","102,56K","0,31%"
"28.07.2020","5,1533","5,1493","5,2045","5,1346","100,20K","0,17%"
"27.07.2020","5,1447","5,2332","5,2332","5,1410","93,03K","-1,69%"
"24.07.2020","5,2329","5,2127","5,2533","5,1596","131,85K","0,42%"
"23.07.2020","5,2112","5,1191","5,2262","5,1188","137,93K","1,85%"
"22.07.2020","5,1166","5,1707","5,2028","5,0827","108,58K","-1,06%"
"21.07.2020","5,1713","5,3291","5,3291","5,1647","120,19K","-2,95%"
"20.07.2020","5,3283","5,3870","5,3913","5,3269","92,53K","-1,05%"
"17.07.2020","5,3849","5,3243","5,3923","5,3155","85,14K","1,01%"
"16.07.2020","5,3311","5,3697","5,3928","5,3064","105,74K","-0,72%"
"15.07.2020","5,3698","5,3096","5,3910","5,2917","111,15K","0,04%"
"14.07.2020","5,3674","5,4032","5,4542","5,3306","147,55K","-0,68%"
"13.07.2020","5,4040","5,3130","5,4098","5,3105","105,92K","1,51%"
"10.07.2020","5,3238","5,3390","5,3946","5,3128","123,63K","-0,33%"
"09.07.2020","5,3413","5,3450","5,3788","5,2450","135,24K","-0,02%"
"08.07.2020","5,3422","5,3840","5,3941","5,3178","120,12K","-0,68%"
"07.07.2020","5,3790","5,3559","5,4017","5,2880","110,18K","0,43%"
"06.07.2020","5,3562","5,3150","5,3592","5,2609","93,06K","0,76%"
"03.07.2020","5,3158","5,3523","5,3807","5,3047","67,23K","-0,82%"
"02.07.2020","5,3596","5,3185","5,3752","5,2656","113,98K","0,79%"
"01.07.2020","5,3174","5,4660","5,4763","5,2985","101,37K","-2,72%"
"30.06.2020","5,4661","5,4005","5,5082","5,4005","106,56K","1,16%"
"29.06.2020","5,4034","5,4847","5,4847","5,3892","123,46K","-1,47%"
"26.06.2020","5,4840","5,3608","5,4931","5,3608","134,75K","2,39%"
"25.06.2020","5,3561","5,3476","5,3802","5,2663","139,70K","0,18%"
"24.06.2020","5,3467","5,1525","5,3549","5,1525","141,75K","3,73%"
"23.06.2020","5,1542","5,2524","5,2537","5,1336","103,45K","-1,87%"
"22.06.2020","5,2524","5,2904","5,2968","5,1972","110,56K","-1,09%"
"19.06.2020","5,3105","5,3780","5,3821","5,2881","139,44K","-1,25%"
"18.06.2020","5,3776","5,2291","5,3884","5,2277","136,42K","2,85%"
"17.06.2020","5,2286","5,2446","5,2716","5,1814","131,61K","-0,27%"
"16.06.2020","5,2430","5,1173","5,2549","5,0477","177,79K","1,69%"
"15.06.2020","5,1557","5,1314","5,2260","5,0786","162,46K","2,08%"
"12.06.2020","5,0505","4,9774","5,1118","4,9765","176,63K","1,50%"
"11.06.2020","4,9760","4,9740","4,9765","4,9740","0,00K","0,06%"
"10.06.2020","4,9732","4,9000","4,9789","4,8380","135,72K","1,51%"
"09.06.2020","4,8992","4,8229","4,9359","4,8229","112,82K","1,58%"
"08.06.2020","4,8230","4,9619","4,9774","4,8175","102,97K","-2,73%"
"05.06.2020","4,9585","5,1186","5,1196","4,9328","119,45K","-3,14%"
"04.06.2020","5,1190","5,0624","5,1418","5,0244","130,19K","1,12%"
"03.06.2020","5,0622","5,2007","5,2109","5,0159","115,09K","-2,68%"
"02.06.2020","5,2014","5,3672","5,3700","5,1989","89,48K","-3,02%"
"01.06.2020","5,3633","5,3340","5,4196","5,3100","99,54K","0,51%"
"29.05.2020","5,3361","5,4049","5,4630","5,3190","119,11K","-1,27%"
"28.05.2020","5,4045","5,2743","5,4113","5,2743","105,35K","2,49%"
"27.05.2020","5,2733","5,3418","5,3610","5,2691","102,88K","-1,34%"
"26.05.2020","5,3450","5,4432","5,4432","5,3340","104,03K","-1,86%"
"25.05.2020","5,4461","5,4942","5,5301","5,4321","60,09K","-1,58%"
"22.05.2020","5,5338","5,5536","5,6256","5,5229","105,55K","-0,30%"
"21.05.2020","5,5507","5,6925","5,7062","5,5473","90,88K","-2,49%"
"20.05.2020","5,6925","5,7559","5,7572","5,6694","85,84K","-1,07%"
"19.05.2020","5,7540","5,7192","5,7687","5,6820","99,88K","0,61%"
"18.05.2020","5,7190","5,8565","5,8565","5,6942","82,46K","-2,33%"
"15.05.2020","5,8554","5,8110","5,8734","5,7590","118,18K","0,76%"
"14.05.2020","5,8115","5,9248","5,9718","5,8022","118,51K","-1,25%"
"13.05.2020","5,8852","5,8863","5,9440","5,8176","95,62K","-0,01%"
"12.05.2020","5,8856","5,8190","5,8949","5,7420","82,42K","1,16%"
"11.05.2020","5,8180","5,7825","5,8404","5,7651","77,67K","1,50%"
"08.05.2020","5,7319","5,8123","5,8285","5,7178","86,98K","-1,69%"
"07.05.2020","5,8307","5,7158","5,8770","5,7158","103,44K","2,04%"
"06.05.2020","5,7140","5,5750","5,7235","5,5750","71,70K","2,43%"
"05.05.2020","5,5783","5,5424","5,6044","5,4818","82,01K","0,60%"
"04.05.2020","5,5450","5,6141","5,6143","5,5187","88,46K","1,08%"
"01.05.2020","5,4856","5,4861","5,4861","5,4861","","0,00%"
"30.04.2020","5,4858","5,3346","5,4875","5,3306","86,78K","2,83%"
"29.04.2020","5,3348","5,5019","5,5280","5,3340","97,77K","-3,00%"
"28.04.2020","5,4999","5,6085","5,6221","5,4710","105,68K","-2,70%"
"27.04.2020","5,6526","5,5427","5,7260","5,5345","105,40K","1,11%"
"24.04.2020","5,5907","5,5339","5,7484","5,5339","121,53K","1,03%"
"23.04.2020","5,5335","5,4557","5,5567","5,4008","120,50K","1,38%"
"22.04.2020","5,4580","5,3184","5,4644","5,3028","86,28K","2,67%"
"21.04.2020","5,3163","5,3172","5,3176","5,3166","0,01K","-0,01%"
"20.04.2020","5,3168","5,2864","5,3201","5,2642","80,53K","1,54%"
"17.04.2020","5,2363","5,2341","5,2761","5,2066","84,20K","0,06%"
"16.04.2020","5,2333","5,2336","5,2683","5,2007","85,45K","-0,06%"
"15.04.2020","5,2367","5,2228","5,2684","5,2157","77,63K","1,45%"
"14.04.2020","5,1621","5,1811","5,2123","5,1484","77,50K","-0,72%"
"13.04.2020","5,1994","5,1219","5,2088","5,1038","72,28K","1,82%"
"10.04.2020","5,1063","5,1068","5,1068","5,1068","","-0,01%"
"09.04.2020","5,1070","5,1260","5,1533","5,0487","85,73K","-0,32%"
"08.04.2020","5,1233","5,2237","5,2489","5,1112","74,27K","-1,88%"
"07.04.2020","5,2214","5,2817","5,2868","5,1819","82,69K","-1,23%"
"06.04.2020","5,2863","5,2998","5,3114","5,2235","76,79K","-1,20%"
"03.04.2020","5,3506","5,2566","5,3541","5,2557","62,52K","1,85%"
"02.04.2020","5,2533","5,2485","5,2850","5,2221","66,62K","0,08%"
"01.04.2020","5,2493","5,2252","5,2747","5,2210","61,41K","0,86%"
"31.03.2020","5,2046","5,1881","5,2150","5,1680","74,43K","0,21%"
"30.03.2020","5,1936","5,1180","5,1961","5,1128","63,78K","1,84%"
"27.03.2020","5,0997","5,0235","5,1283","5,0235","94,83K","1,55%"
"26.03.2020","5,0219","5,0353","5,0657","4,9733","96,88K","-0,29%"
"25.03.2020","5,0366","5,1004","5,1115","4,9726","95,40K","-1,23%"
"24.03.2020","5,0995","5,1441","5,1441","5,0420","71,51K","-0,88%"
